Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Date,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,Tot_Mins
SG,23,56.0,47,29.4,4.9,11.4,0.428,0.8,2.7,0.313,4.1,8.8,0.46299999999999997,0.465,2.0,2.6,0.764,1.3,2.3,3.6,2.3,0.9,0.3,2.1,2.1,12.6,2012,12.9,0.502,0.23399999999999999,0.231,4.8,9.4,7.0,14.6,1.7,0.7,14.3,22.9,0.5,0.3,0.8,0.022000000000000002,-0.7,-1.7,-2.4,-0.2,1.063865,1646.3999999999999
SF,24,65.0,17,22.2,3.3,6.3,0.518,0.1,0.4,0.25,3.2,5.9,0.535,0.526,1.4,2.2,0.667,1.5,2.2,3.6,1.0,0.7,0.2,0.8,1.5,8.1,2012,14.7,0.556,0.059000000000000004,0.345,7.3,11.6,9.4,8.5,1.8,0.6,10.5,16.8,2.0,0.3,2.3,0.076,-0.3,-1.2,-1.5,0.2,0.854389,1443.0
C,29,9.0,3,20.8,2.3,4.4,0.525,0.0,0.0,0.0,2.3,4.4,0.525,0.525,1.7,3.8,0.441,1.8,4.6,6.3,0.4,0.9,0.0,1.6,2.3,6.3,2012,11.1,0.519,0.0,0.85,9.7,24.8,17.3,3.2,2.2,0.0,20.3,17.0,-0.1,0.2,0.1,0.031,-3.0,-0.7,-3.7,-0.1,6.75,187.20000000000002
SG,26,59.0,19,23.7,4.3,10.1,0.42,1.2,3.2,0.36200000000000004,3.1,6.9,0.446,0.47700000000000004,1.4,1.7,0.8079999999999999,0.6,2.0,2.7,1.2,0.7,0.3,1.1,1.1,11.0,2012,13.6,0.507,0.314,0.166,3.1,9.5,6.3,8.1,1.6,0.8,9.1,22.8,0.8,0.8,1.6,0.054000000000000006,-0.2,-0.9,-1.0,0.3,3.5,1398.3
SG,33,58.0,58,38.5,9.9,23.0,0.43,1.5,4.9,0.303,8.4,18.1,0.46399999999999997,0.462,6.6,7.8,0.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9,2012,21.9,0.527,0.215,0.33799999999999997,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2.0,6.2,0.132,4.2,-0.9,3.3,2.9,25.244493,2233.0
SF,23,58.0,9,22.4,3.6,8.1,0.442,1.5,3.8,0.402,2.1,4.3,0.47600000000000003,0.535,0.9,1.2,0.7709999999999999,0.7,3.1,3.7,1.3,0.5,0.1,0.9,1.1,9.6,2012,14.9,0.556,0.465,0.149,3.4,16.2,9.7,9.3,1.2,0.4,9.9,19.5,2.0,1.0,3.0,0.111,1.8,-0.6,1.2,1.0,0.854389,1299.1999999999998
SG,20,59.0,0,15.9,2.6,6.1,0.429,0.3,0.8,0.33299999999999996,2.3,5.3,0.442,0.45,1.8,2.4,0.727,1.0,1.3,2.2,0.9,0.5,0.1,0.9,1.4,7.2,2012,14.0,0.506,0.126,0.401,6.9,9.3,8.1,9.5,1.5,0.4,10.8,22.5,1.1,0.4,1.5,0.076,-0.6,-1.4,-2.0,0.0,2.11116,938.1
SF,31,63.0,63,29.7,4.6,11.2,0.40700000000000003,1.5,4.1,0.358,3.1,7.1,0.435,0.47200000000000003,1.4,1.7,0.813,0.7,3.0,3.7,1.2,0.8,0.1,1.2,2.0,12.0,2012,11.7,0.501,0.365,0.152,2.8,12.0,7.3,6.8,1.5,0.4,9.3,20.4,1.2,1.1,2.3,0.059000000000000004,-0.8,-1.2,-2.0,0.0,8.0,1871.1
SG,22,42.0,0,8.5,0.8,1.9,0.405,0.0,0.3,0.182,0.7,1.6,0.441,0.418,1.0,1.3,0.768,0.5,0.8,1.3,0.3,0.3,0.1,0.3,0.5,2.6,2012,12.5,0.526,0.139,0.7090000000000001,7.3,10.1,8.7,5.7,1.6,1.0,11.9,14.9,0.5,0.6,1.1,0.14400000000000002,-1.8,0.5,-1.3,0.1,1.02096,357.0
SF,32,34.0,14,13.3,1.2,3.9,0.308,0.6,2.3,0.273,0.6,1.6,0.35700000000000004,0.387,0.2,0.4,0.583,0.2,1.8,1.9,0.6,0.2,0.1,0.4,1.1,3.2,2012,4.8,0.39799999999999996,0.579,0.09,1.6,15.4,8.5,6.8,0.8,0.9,9.8,15.9,-0.6,0.4,-0.2,-0.022000000000000002,-4.0,-0.7,-4.7,-0.3,0.854389,452.20000000000005
PF,27,2.0,0,18.5,1.5,5.5,0.273,0.0,3.0,0.0,1.5,2.5,0.6,0.273,2.0,2.0,1.0,3.0,2.5,5.5,0.5,1.0,0.0,0.0,1.0,5.0,2012,14.9,0.392,0.545,0.364,19.0,15.2,17.1,3.7,2.8,0.0,0.0,15.7,0.1,0.1,0.1,0.147,-2.3,-2.5,-4.7,0.0,0.854389,37.0
C,24,60.0,60,35.2,7.4,13.3,0.5579999999999999,0.0,0.1,0.2,7.4,13.2,0.56,0.5579999999999999,3.9,5.6,0.6920000000000001,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,18.7,2012,22.9,0.594,0.006,0.425,10.6,26.1,18.7,7.4,0.7,4.0,13.9,23.8,4.8,3.3,8.0,0.183,2.7,0.2,2.9,2.6,14.9,2112.0
PG,29,36.0,0,14.3,2.1,5.4,0.381,0.2,0.8,0.24100000000000002,1.9,4.6,0.406,0.39899999999999997,1.4,1.8,0.7659999999999999,0.3,1.3,1.6,1.8,0.6,0.1,1.5,1.7,5.7,2012,10.0,0.45899999999999996,0.149,0.33,2.3,11.1,6.5,22.4,2.4,0.5,19.6,24.8,-0.7,0.4,-0.2,-0.022000000000000002,-4.3,-0.8,-5.1,-0.4,3.25,514.8000000000001
PG,30,53.0,53,33.9,4.1,9.0,0.457,1.1,3.0,0.371,3.0,6.0,0.5,0.519,1.1,1.3,0.882,0.4,2.7,3.0,8.8,0.9,0.1,2.0,1.8,10.5,2012,16.7,0.547,0.33299999999999996,0.14300000000000002,1.3,9.1,5.2,44.2,1.4,0.1,17.0,16.0,3.9,1.2,5.1,0.136,2.4,-0.7,1.7,1.7,10.561982,1796.6999999999998
C,37,59.0,53,22.9,2.2,4.9,0.446,0.0,0.1,0.4,2.1,4.8,0.447,0.449,0.5,1.1,0.45299999999999996,2.7,6.3,9.0,1.8,0.8,1.4,1.0,2.1,4.9,2012,16.2,0.455,0.017,0.223,13.3,32.7,22.8,11.9,1.9,4.8,15.3,12.6,1.1,2.5,3.6,0.127,-0.1,2.3,2.2,1.4,11.22725,1351.1
SF,34,44.0,0,6.3,0.3,1.3,0.255,0.2,1.1,0.204,0.1,0.1,0.667,0.345,0.1,0.1,0.833,0.1,0.7,0.8,0.4,0.2,0.0,0.2,0.9,1.0,2012,3.3,0.373,0.8909999999999999,0.109,1.6,12.1,6.9,8.3,1.5,0.6,12.2,11.0,-0.3,0.3,0.0,0.004,-5.9,0.8,-5.2,-0.2,0.854389,277.2
SF,25,24.0,9,14.5,1.8,4.4,0.41,0.3,0.8,0.368,1.5,3.6,0.419,0.44299999999999995,0.6,0.7,0.875,1.2,1.0,2.2,0.8,0.5,0.0,0.5,1.5,4.5,2012,11.1,0.478,0.18100000000000002,0.152,9.1,8.3,8.8,8.1,1.8,0.2,8.9,15.9,0.3,0.2,0.5,0.069,-1.4,-0.6,-1.9,0.0,0.88512,348.0
SG,31,53.0,2,11.2,1.0,3.0,0.331,0.2,0.8,0.18600000000000003,0.8,2.2,0.386,0.35700000000000004,0.6,0.7,0.789,0.2,0.9,1.1,0.7,0.3,0.1,0.5,1.0,2.7,2012,5.6,0.409,0.27399999999999997,0.242,1.5,10.0,5.6,10.6,1.4,0.9,12.1,15.3,-0.7,0.1,-0.6,-0.051,-5.9,-1.5,-7.4,-0.8,3.9,593.5999999999999
PG,36,24.0,0,8.7,0.7,2.2,0.321,0.2,0.7,0.294,0.5,1.5,0.33299999999999996,0.368,0.3,0.4,0.8,0.2,1.2,1.4,1.4,0.3,0.2,0.7,0.8,2.0,2012,8.7,0.409,0.321,0.18899999999999997,2.8,15.5,9.3,25.9,2.1,1.6,22.8,16.8,-0.3,0.3,0.0,0.001,-3.8,0.8,-3.0,-0.1,0.854389,208.79999999999998
SG,35,61.0,40,25.3,3.7,8.9,0.41100000000000003,1.2,3.4,0.361,2.4,5.5,0.442,0.48,1.6,1.9,0.826,0.5,2.8,3.4,2.3,0.9,0.4,1.4,2.2,10.1,2012,13.6,0.519,0.37799999999999995,0.212,2.3,12.5,7.5,15.0,1.9,1.3,12.4,20.4,1.0,1.8,2.9,0.09,-0.7,0.8,0.1,0.8,3.0,1543.3
SF,23,65.0,35,20.6,2.6,6.3,0.40299999999999997,0.8,2.6,0.315,1.7,3.8,0.46299999999999997,0.467,1.1,1.7,0.685,1.0,2.5,3.5,1.0,0.6,0.3,1.0,1.8,7.1,2012,11.2,0.499,0.408,0.262,5.1,14.5,9.7,8.4,1.5,1.2,12.2,17.6,0.6,0.6,1.2,0.044000000000000004,-1.3,-0.9,-2.2,-0.1,1.34196,1339.0
PG,25,64.0,64,28.5,3.5,7.8,0.44799999999999995,1.6,4.1,0.38799999999999996,1.9,3.7,0.513,0.5489999999999999,1.3,1.6,0.792,0.3,2.4,2.7,3.5,1.5,0.2,2.2,2.6,9.8,2012,13.0,0.578,0.522,0.203,1.1,9.8,5.6,19.0,2.8,0.5,20.7,17.4,1.5,2.8,4.3,0.11199999999999999,-0.8,1.2,0.4,1.1,4.0,1824.0
C,29,62.0,62,33.2,3.9,5.7,0.679,0.0,0.0,0.0,3.9,5.7,0.6829999999999999,0.679,3.5,5.1,0.6890000000000001,3.4,6.5,9.9,0.9,0.9,1.4,1.6,3.0,11.3,2012,18.7,0.708,0.006,0.887,11.8,22.7,17.2,4.3,1.4,3.4,17.1,13.0,5.8,3.6,9.5,0.22,1.2,1.1,2.3,2.2,13.107837,2058.4
SF,24,8.0,6,26.9,3.9,9.9,0.392,0.4,1.5,0.25,3.5,8.4,0.418,0.41100000000000003,1.3,1.5,0.833,0.8,4.4,5.1,2.1,0.8,0.8,2.3,2.3,9.4,2012,9.0,0.445,0.152,0.152,3.4,18.4,11.1,12.0,1.4,2.2,17.6,21.2,-0.3,0.2,-0.1,-0.021,-3.6,-1.0,-4.6,-0.1,5.516664,215.2
SF,28,34.0,0,14.4,1.4,2.9,0.485,0.1,0.7,0.16699999999999998,1.3,2.2,0.5870000000000001,0.505,0.0,0.1,0.0,0.9,1.9,2.8,1.0,0.4,0.2,0.3,1.1,2.9,2012,11.1,0.501,0.242,0.02,7.2,14.6,10.9,10.0,1.5,0.9,8.3,10.1,0.6,0.4,0.9,0.092,-1.0,0.7,-0.2,0.2,6.5,489.6
PF,24,45.0,1,12.4,1.1,3.1,0.36700000000000005,0.0,0.0,0.0,1.1,3.1,0.36700000000000005,0.36700000000000005,0.5,0.6,0.7240000000000001,0.8,2.0,2.8,0.4,0.3,0.7,0.6,1.6,2.7,2012,8.1,0.405,0.0,0.209,7.1,18.6,12.8,5.2,1.2,4.5,14.1,14.8,-0.5,0.8,0.3,0.027000000000000003,-5.6,0.7,-4.9,-0.4,1.16,558.0
PG,23,65.0,2,19.4,2.7,6.9,0.39299999999999996,0.3,1.2,0.276,2.4,5.8,0.41700000000000004,0.41700000000000004,1.0,1.3,0.7759999999999999,0.3,1.1,1.4,2.0,0.7,0.0,1.6,1.9,6.8,2012,7.9,0.452,0.16899999999999998,0.18899999999999997,2.1,6.4,4.3,17.0,1.8,0.1,17.7,21.8,-1.4,1.4,0.0,0.0,-4.9,-1.4,-6.3,-1.4,1.08252,1261.0
C,33,30.0,10,10.3,0.5,1.3,0.4,0.0,0.0,0.0,0.5,1.3,0.4,0.4,0.2,0.5,0.467,0.4,1.2,1.6,0.3,0.1,0.1,0.3,1.1,1.3,2012,3.7,0.418,0.0,0.375,4.6,13.6,9.1,4.6,0.7,0.7,17.7,8.6,-0.2,0.3,0.2,0.025,-5.8,-0.3,-6.1,-0.3,0.854389,309.0
PG,24,60.0,56,31.3,3.8,8.7,0.44,0.6,1.6,0.36200000000000004,3.3,7.2,0.457,0.47200000000000003,2.1,2.6,0.83,0.5,2.6,3.1,4.8,0.8,0.2,1.9,1.7,10.4,2012,13.6,0.526,0.18,0.293,1.8,9.3,5.6,24.9,1.4,0.6,16.2,17.0,2.3,1.5,3.8,0.098,0.3,-0.5,-0.2,0.9,1.45596,1878.0
PF,31,63.0,0,20.7,1.9,3.2,0.597,0.0,0.0,0.0,1.9,3.2,0.6,0.597,0.7,1.0,0.71,1.9,2.5,4.3,1.3,0.5,0.4,1.0,2.4,4.5,2012,12.1,0.622,0.005,0.308,11.1,12.7,12.0,9.3,1.3,1.6,21.1,10.0,2.3,1.2,3.5,0.13,-0.5,0.7,0.2,0.7,3.272997,1304.1
PG,24,62.0,61,35.1,4.8,11.0,0.433,1.0,2.6,0.377,3.8,8.5,0.45,0.47700000000000004,2.2,2.5,0.861,0.4,2.2,2.5,6.5,2.2,0.2,2.0,2.1,12.7,2012,16.8,0.523,0.23199999999999998,0.231,1.2,7.4,4.2,29.8,3.3,0.4,14.2,18.3,3.6,2.8,6.4,0.141,1.0,1.4,2.4,2.4,6.611571,2176.2000000000003
PF,31,32.0,0,8.6,1.0,3.1,0.316,0.3,1.6,0.2,0.7,1.5,0.43799999999999994,0.36700000000000005,0.3,0.3,0.9,0.3,1.7,2.0,0.3,0.2,0.2,0.3,1.5,2.5,2012,5.8,0.396,0.51,0.102,4.1,22.3,13.1,5.7,1.1,1.5,9.7,18.7,-0.3,0.3,-0.1,-0.011000000000000001,-6.2,-1.4,-7.6,-0.4,1.223166,275.2
SG,24,57.0,22,17.4,1.9,5.2,0.368,1.4,4.0,0.34600000000000003,0.5,1.2,0.441,0.502,0.2,0.4,0.636,0.2,1.9,2.1,0.3,0.4,0.2,0.3,1.2,5.5,2012,9.2,0.509,0.77,0.07400000000000001,1.5,11.9,7.0,2.3,1.1,0.8,5.0,14.7,0.8,0.8,1.6,0.078,-0.5,-0.7,-1.3,0.2,3.341558,991.8
C,21,64.0,62,30.5,7.0,15.6,0.44799999999999995,0.0,0.2,0.14300000000000002,7.0,15.4,0.45299999999999996,0.449,4.1,5.8,0.7020000000000001,4.1,6.8,11.0,1.6,1.5,1.2,2.7,4.0,18.1,2012,21.7,0.499,0.013999999999999999,0.373,14.2,25.9,19.8,9.5,2.4,2.8,12.8,29.7,2.1,2.2,4.2,0.10400000000000001,0.4,-1.3,-0.8,0.6,3.8808,1952.0
PG,31,60.0,6,26.9,4.7,12.3,0.384,1.3,4.3,0.308,3.4,8.0,0.426,0.43799999999999994,3.2,3.4,0.927,0.3,1.7,2.0,3.2,0.9,0.2,1.9,1.2,14.0,2012,15.7,0.506,0.353,0.28,1.1,7.5,4.3,20.5,1.8,0.7,11.8,26.6,1.6,0.7,2.3,0.069,1.0,-1.2,-0.2,0.7,5.0,1614.0
SG,23,64.0,32,27.4,5.5,13.6,0.4,1.2,4.3,0.289,4.2,9.4,0.451,0.446,2.5,3.2,0.7929999999999999,0.7,1.9,2.6,3.0,0.9,0.1,2.2,1.7,14.7,2012,14.5,0.488,0.313,0.233,2.8,8.1,5.4,19.3,1.7,0.2,12.8,28.1,0.3,0.7,1.1,0.028999999999999998,0.4,-2.1,-1.7,0.1,1.12044,1753.6
PF,24,64.0,5,17.6,2.3,4.4,0.516,0.0,0.0,0.0,2.3,4.3,0.52,0.516,0.7,1.1,0.652,1.4,2.4,3.8,0.6,0.7,0.5,0.5,1.5,5.2,2012,14.9,0.5379999999999999,0.006999999999999999,0.247,9.3,16.4,12.8,5.2,2.0,2.5,8.6,13.6,1.8,1.7,3.4,0.147,-0.3,1.0,0.8,0.8,2.0,1126.4
C,29,14.0,1,5.9,0.9,1.9,0.462,0.0,0.0,0.0,0.9,1.9,0.462,0.462,0.4,0.6,0.75,0.3,0.6,0.9,0.1,0.0,0.1,0.7,1.2,2.1,2012,3.6,0.508,0.0,0.308,6.0,11.1,8.6,1.9,0.0,2.0,25.3,22.1,-0.2,0.1,-0.1,-0.046,-9.4,-2.3,-11.8,-0.2,0.854389,82.60000000000001
PG,23,26.0,23,28.2,5.6,11.4,0.49,2.1,4.7,0.455,3.5,6.7,0.514,0.583,1.5,1.8,0.809,0.6,2.8,3.4,5.3,1.5,0.3,2.5,2.4,14.7,2012,21.2,0.605,0.409,0.159,2.3,11.3,6.8,32.3,2.8,0.8,17.0,24.0,1.8,0.4,2.2,0.14400000000000002,4.1,0.3,4.3,1.2,3.11712,733.1999999999999
C,30,65.0,45,22.2,3.1,6.1,0.506,0.0,0.0,0.0,3.1,6.1,0.508,0.506,1.4,1.7,0.7959999999999999,2.4,4.6,7.0,0.5,0.6,1.7,1.3,2.5,7.5,2012,16.9,0.551,0.003,0.28600000000000003,12.6,24.1,18.3,3.6,1.3,5.7,15.6,16.6,1.8,2.3,4.1,0.13699999999999998,-1.1,1.1,0.1,0.7,7.0,1443.0
C,36,15.0,0,5.5,0.1,0.5,0.125,0.0,0.0,0.0,0.1,0.5,0.125,0.125,0.0,0.0,0.0,0.7,1.0,1.7,0.3,0.1,0.3,0.2,0.6,0.1,2012,5.5,0.125,0.0,0.0,14.3,21.0,17.7,6.5,0.6,3.7,27.3,6.2,-0.1,0.1,0.1,0.035,-4.9,0.2,-4.7,-0.1,0.530547,82.5
SG,31,38.0,0,12.7,1.4,3.8,0.364,0.0,0.3,0.0,1.4,3.5,0.391,0.364,0.4,0.6,0.7390000000000001,0.4,1.3,1.7,1.2,0.6,0.2,0.7,0.9,3.2,2012,8.1,0.395,0.07,0.161,4.1,11.6,8.0,15.5,2.3,1.4,15.5,18.0,-0.8,0.9,0.1,0.008,-4.5,1.4,-3.1,-0.1,0.854389,482.59999999999997
PG,32,29.0,14,20.5,2.3,6.3,0.37,0.9,2.9,0.306,1.4,3.4,0.424,0.44,0.6,0.8,0.667,0.4,1.5,1.9,4.7,1.2,0.1,2.6,2.1,6.1,2012,10.0,0.457,0.462,0.13,2.5,8.4,5.4,36.2,2.9,0.4,28.1,20.4,-0.7,0.8,0.2,0.013999999999999999,-1.9,-0.2,-2.1,0.0,0.854389,594.5
PF,22,66.0,9,23.2,2.6,5.1,0.513,0.0,0.0,0.0,2.6,5.1,0.515,0.513,1.1,1.6,0.67,2.0,4.6,6.6,0.9,0.6,1.0,1.0,2.4,6.3,2012,14.2,0.544,0.003,0.316,10.4,23.0,16.7,6.5,1.4,3.4,14.9,13.8,1.6,2.3,3.9,0.121,-1.2,0.8,-0.3,0.7,2.20704,1531.2
PF,26,61.0,13,23.4,3.7,8.8,0.42100000000000004,0.0,0.2,0.14300000000000002,3.7,8.5,0.429,0.423,1.9,2.7,0.6829999999999999,1.8,3.7,5.4,0.8,0.7,0.3,1.2,1.7,9.3,2012,13.2,0.466,0.026000000000000002,0.313,8.5,18.4,13.4,5.9,1.6,1.0,11.0,22.4,0.0,1.7,1.7,0.057,-2.4,-0.7,-3.2,-0.4,6.3,1427.3999999999999
PF,31,15.0,0,8.7,0.7,1.8,0.37,0.3,0.9,0.308,0.4,0.9,0.429,0.444,0.3,0.5,0.5,1.1,0.7,1.8,0.4,0.5,0.1,0.2,1.3,1.9,2012,11.3,0.45899999999999996,0.48100000000000004,0.29600000000000004,14.1,10.1,12.1,6.8,2.8,0.6,8.9,11.7,0.2,0.2,0.3,0.124,-0.6,1.1,0.6,0.1,0.854389,130.5
SF,23,41.0,4,14.7,1.8,5.5,0.322,0.3,1.5,0.21,1.5,4.0,0.364,0.35,0.9,1.0,0.8140000000000001,0.3,1.9,2.2,0.8,0.5,0.5,1.0,1.5,4.7,2012,7.1,0.39399999999999996,0.273,0.18899999999999997,2.7,15.8,9.0,9.2,2.0,2.8,14.0,21.9,-1.3,0.6,-0.6,-0.05,-5.0,-0.1,-5.0,-0.5,1.9296,602.6999999999999
SF,29,54.0,53,28.5,3.4,8.4,0.402,1.6,4.4,0.36,1.8,4.0,0.449,0.49700000000000005,0.7,0.9,0.792,0.4,3.5,3.9,2.3,1.5,0.2,1.2,1.8,9.0,2012,11.7,0.515,0.528,0.106,1.4,13.9,7.5,11.9,2.6,0.5,12.2,15.5,0.8,1.6,2.4,0.075,-1.1,1.1,-0.1,0.8,3.5,1539.0
SF,26,54.0,54,39.4,5.8,14.0,0.41200000000000003,1.5,4.0,0.36700000000000005,4.3,10.0,0.43,0.46399999999999997,2.4,3.1,0.77,1.4,5.1,6.5,2.9,1.0,0.7,1.8,1.5,15.3,2012,14.1,0.5,0.285,0.21899999999999997,4.1,14.0,9.2,11.7,1.4,1.2,10.4,19.8,2.3,3.6,5.8,0.132,0.6,1.1,1.7,2.0,12.325,2127.6
SG,22,63.0,63,35.0,6.0,14.3,0.42200000000000004,0.4,1.5,0.261,5.7,12.9,0.44,0.435,4.3,5.3,0.81,0.6,2.7,3.3,2.0,0.8,0.3,2.0,2.6,16.7,2012,12.8,0.503,0.102,0.36700000000000005,2.1,9.0,5.6,10.8,1.2,0.6,10.5,25.0,1.1,1.4,2.5,0.054000000000000006,-1.4,-1.3,-2.7,-0.4,3.34425,2205.0
PF,29,57.0,35,25.0,2.7,6.2,0.444,0.5,1.7,0.313,2.2,4.4,0.496,0.489,0.4,0.6,0.629,1.2,3.7,4.9,3.6,0.6,0.4,2.0,2.2,6.4,2012,11.2,0.498,0.282,0.1,5.5,17.3,11.3,23.8,1.2,1.3,23.4,15.5,-0.3,0.8,0.6,0.019,-1.6,-0.2,-1.8,0.1,0.241158,1425.0
PF,28,2.0,0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,2012,-2.9,0.34700000000000003,0.0,1.0,0.0,8.0,4.1,0.0,0.0,0.0,25.8,12.6,0.0,0.0,0.0,-0.11599999999999999,-9.2,-3.1,-12.3,0.0,0.792377,14.0
C,30,27.0,9,12.0,0.6,1.6,0.35700000000000004,0.0,0.0,0.0,0.6,1.6,0.35700000000000004,0.35700000000000004,0.0,0.2,0.16699999999999998,1.2,1.9,3.1,0.9,0.2,0.5,0.7,1.3,1.1,2012,6.8,0.34700000000000003,0.0,0.14300000000000002,11.2,19.0,15.0,11.0,1.0,3.0,29.9,9.0,-0.3,0.2,-0.2,-0.025,-5.6,-0.2,-5.8,-0.3,6.9254,324.0
SG,31,46.0,2,14.4,1.4,3.5,0.405,0.6,1.8,0.33299999999999996,0.8,1.8,0.47600000000000003,0.488,0.5,0.7,0.742,0.1,0.8,0.8,1.1,0.3,0.0,0.7,1.2,4.0,2012,6.9,0.515,0.49700000000000005,0.19,0.6,6.1,3.5,12.1,1.0,0.2,16.1,15.3,-0.2,0.8,0.6,0.042,-3.8,-0.5,-4.3,-0.4,2.2464,662.4
PG,25,38.0,9,17.3,2.5,7.6,0.324,0.7,3.1,0.231,1.8,4.6,0.387,0.371,0.6,0.7,0.846,0.4,1.5,1.9,2.0,0.8,0.0,1.5,1.4,6.2,2012,7.1,0.39299999999999996,0.40299999999999997,0.09,2.8,10.0,6.3,19.6,2.3,0.1,15.7,24.4,-1.4,0.8,-0.6,-0.046,-4.7,-1.0,-5.6,-0.6,1.14564,657.4
PG,25,66.0,28,26.5,4.2,9.1,0.462,1.0,3.1,0.337,3.2,6.0,0.525,0.518,2.3,2.9,0.805,0.8,1.7,2.5,5.3,1.3,0.2,2.4,2.5,11.7,2012,18.0,0.5670000000000001,0.337,0.317,3.5,7.7,5.6,32.5,2.5,0.4,18.7,21.8,3.6,1.5,5.1,0.139,1.9,0.0,1.9,1.7,2.108,1749.0
SG,26,65.0,60,31.1,4.8,9.9,0.485,1.2,3.2,0.38299999999999995,3.6,6.7,0.535,0.547,1.8,2.5,0.726,1.5,3.2,4.6,1.7,0.8,0.3,1.1,1.6,12.7,2012,15.4,0.575,0.325,0.255,5.4,11.4,8.4,8.8,1.3,0.7,9.1,17.7,4.0,1.1,5.1,0.121,1.6,-0.4,1.2,1.7,4.25,2021.5
PG,29,63.0,9,19.5,1.3,3.2,0.419,0.8,1.9,0.42,0.6,1.3,0.41700000000000004,0.542,0.3,0.3,0.81,0.2,1.4,1.6,2.4,0.6,0.1,1.3,1.1,3.8,2012,8.4,0.5579999999999999,0.586,0.10300000000000001,1.3,8.4,4.8,19.1,1.5,0.6,27.6,11.2,0.4,0.9,1.3,0.051,-2.4,0.6,-1.8,0.1,3.25,1228.5
C,35,58.0,58,28.2,6.2,12.6,0.49200000000000005,0.0,0.1,0.0,6.2,12.6,0.495,0.49200000000000005,3.0,4.3,0.695,1.9,7.1,9.0,2.3,0.7,1.5,1.7,1.7,15.4,2012,22.5,0.531,0.005,0.34,7.9,28.2,18.3,13.5,1.2,3.9,10.3,26.2,3.0,2.9,5.9,0.174,2.0,1.3,3.3,2.2,21.164619,1635.6
SF,31,55.0,3,26.3,4.3,9.2,0.474,1.5,3.8,0.39899999999999997,2.8,5.4,0.527,0.557,2.1,2.6,0.8109999999999999,0.5,3.2,3.7,2.1,0.5,0.1,1.1,1.6,12.3,2012,16.6,0.597,0.413,0.284,2.2,13.7,7.8,13.0,1.0,0.4,9.3,19.0,3.5,0.9,4.4,0.146,2.3,-0.9,1.4,1.3,3.75,1446.5
SF,23,66.0,66,38.6,9.7,19.7,0.496,2.0,5.2,0.387,7.7,14.4,0.535,0.547,6.5,7.6,0.86,0.6,7.4,8.0,3.5,1.3,1.2,3.8,2.0,28.0,2012,26.2,0.61,0.265,0.386,1.9,20.4,11.8,17.5,1.8,2.2,14.0,31.3,8.5,3.7,12.2,0.23,6.2,0.8,7.0,5.8,15.506632,2547.6
PG,24,9.0,1,20.0,2.1,5.3,0.396,0.1,0.9,0.125,2.0,4.4,0.45,0.406,3.1,4.0,0.778,0.2,1.9,2.1,2.0,1.2,0.2,2.2,2.1,7.4,2012,11.3,0.525,0.16699999999999998,0.75,1.3,11.1,6.3,16.2,3.3,0.9,23.9,22.0,-0.1,0.2,0.1,0.026000000000000002,-4.7,1.2,-3.6,-0.1,0.06493,180.0
SG,22,24.0,12,16.5,1.5,3.7,0.41600000000000004,0.0,0.4,0.0,1.5,3.3,0.46299999999999997,0.41600000000000004,1.0,1.5,0.657,1.1,1.2,2.3,0.5,0.5,0.3,0.8,1.1,4.0,2012,8.3,0.465,0.10099999999999999,0.39299999999999996,7.7,7.6,7.6,4.6,1.5,1.1,14.7,14.2,0.0,0.3,0.3,0.033,-3.7,-0.5,-4.2,-0.2,0.762195,396.0
SG,24,51.0,4,19.1,2.4,5.9,0.40399999999999997,0.7,2.1,0.324,1.7,3.8,0.44799999999999995,0.462,0.6,0.8,0.8,0.3,1.7,1.9,0.6,0.5,0.2,0.5,1.1,6.1,2012,9.4,0.48700000000000004,0.358,0.132,1.6,9.7,5.6,5.5,1.4,0.7,7.5,15.8,0.3,0.5,0.8,0.040999999999999995,-2.7,-0.2,-2.8,-0.2,1.15404,974.1
SG,26,58.0,58,36.6,7.8,17.9,0.433,1.1,3.5,0.308,6.7,14.5,0.462,0.46299999999999997,3.8,4.7,0.7959999999999999,0.3,3.1,3.4,6.0,1.5,0.3,3.1,2.3,20.4,2012,17.5,0.509,0.193,0.264,1.1,9.6,5.3,28.6,2.1,0.6,13.2,28.7,1.6,0.9,2.6,0.059000000000000004,1.0,-1.3,-0.3,0.9,11.0,2122.8
